Number,FileName,Value,Digits,Length,Width,Height,Box
20147,20147.png,94,"[9, 4]",2,51,20,"[17, 1, 35, 18]"
20148,20148.png,81,"[8, 1]",2,147,70,"[47, 9, 102, 61]"
20149,20149.png,21,"[2, 1]",2,92,49,"[38, 9, 57, 41]"
20150,20150.png,3,[3],1,101,45,"[42, 8, 60, 38]"
20151,20151.png,446,"[4, 4, 6]",3,341,148,"[117, 29, 226, 103]"
20152,20152.png,998,"[9, 9, 8]",3,112,50,"[41, 8, 70, 39]"
20153,20153.png,60,"[6, 0]",2,76,35,"[24, 1, 51, 31]"
20154,20154.png,99,"[9, 9]",2,103,48,"[36, 6, 68, 42]"
20155,20155.png,160,"[1, 6, 0]",3,146,67,"[52, 10, 87, 57]"
20156,20156.png,3,[3],1,65,34,"[26, 4, 35, 27]"
20157,20157.png,170,"[1, 7, 0]",3,210,86,"[78, 14, 141, 71]"
20158,20158.png,32,"[3, 2]",2,58,27,"[20, 3, 39, 23]"
20159,20159.png,13,"[1, 3]",2,44,20,"[14, 2, 28, 18]"
20160,20160.png,7,[7],1,155,69,"[72, 15, 91, 51]"
20161,20161.png,11,"[1, 1]",2,113,53,"[49, 9, 67, 41]"
20162,20162.png,17,"[1, 7]",2,101,55,"[38, 9, 62, 48]"
20163,20163.png,689,"[6, 8, 9]",3,230,92,"[119, 16, 152, 46]"
20164,20164.png,342,"[3, 4, 2]",3,146,64,"[51, 10, 94, 52]"
20165,20165.png,420,"[4, 2, 0]",3,407,177,"[140, 44, 285, 165]"
20166,20166.png,4,[4],1,64,27,"[28, 5, 37, 23]"
20167,20167.png,20,"[2, 0]",2,52,20,"[16, 2, 36, 17]"
20168,20168.png,14,"[1, 4]",2,247,137,"[93, 28, 144, 110]"
20169,20169.png,1,[1],1,70,33,"[31, 4, 39, 24]"
20170,20170.png,1416,"[1, 4, 1, 6]",4,84,32,"[25, 4, 59, 25]"
20171,20171.png,45,"[4, 5]",2,312,133,"[99, 24, 211, 116]"
20172,20172.png,101,"[1, 0, 1]",3,233,92,"[78, 1, 140, 84]"
20173,20173.png,3450,"[3, 4, 5, 0]",4,296,117,"[85, 17, 210, 98]"
20174,20174.png,250,"[2, 5, 0]",3,100,40,"[29, 5, 71, 35]"
20175,20175.png,130,"[1, 3, 0]",3,93,45,"[29, 6, 57, 39]"
20176,20176.png,4,[4],1,359,273,"[183, 139, 266, 261]"
20177,20177.png,125,"[1, 2, 5]",3,262,133,"[78, 21, 171, 115]"
20178,20178.png,3,[3],1,75,36,"[36, 3, 49, 33]"
20179,20179.png,10,"[1, 0]",2,178,69,"[75, 17, 105, 46]"
20180,20180.png,45,"[4, 5]",2,154,67,"[44, 4, 107, 59]"
20181,20181.png,23,"[2, 3]",2,280,136,"[93, 17, 184, 120]"
20182,20182.png,7,[7],1,99,36,"[43, 9, 57, 27]"
20183,20183.png,77,"[7, 7]",2,140,62,"[46, 3, 90, 48]"
20184,20184.png,30,"[3, 0]",2,70,28,"[24, 3, 50, 26]"
20185,20185.png,67,"[6, 7]",2,68,32,"[27, 6, 42, 24]"
20186,20186.png,3,[3],1,71,33,"[26, 6, 31, 27]"
20187,20187.png,324,"[3, 2, 4]",3,317,152,"[124, 22, 166, 62]"
20188,20188.png,508,"[5, 0, 8]",3,259,72,"[59, 14, 155, 61]"
20189,20189.png,5,[5],1,72,36,"[26, 8, 40, 29]"
20190,20190.png,80,"[8, 0]",2,115,53,"[39, 6, 76, 47]"
20191,20191.png,44,"[4, 4]",2,60,31,"[23, 3, 39, 26]"
20192,20192.png,14,"[1, 4]",2,139,69,"[47, 12, 89, 53]"
20193,20193.png,374,"[3, 7, 4]",3,137,58,"[58, 17, 89, 42]"
20194,20194.png,203,"[2, 0, 3]",3,287,96,"[86, 17, 212, 77]"
20195,20195.png,41,"[4, 1]",2,83,38,"[26, 6, 51, 37]"
20196,20196.png,6436,"[6, 4, 3, 6]",4,112,48,"[36, 17, 71, 35]"
20197,20197.png,1059,"[1, 0, 5, 9]",4,211,57,"[132, 11, 168, 44]"
20198,20198.png,541,"[5, 4, 1]",3,168,64,"[57, 7, 112, 54]"
20199,20199.png,106,"[1, 0, 6]",3,371,128,"[97, 58, 148, 111]"
20200,20200.png,204,"[2, 0, 4]",3,117,49,"[33, 3, 78, 40]"
20201,20201.png,50,"[5, 0]",2,175,83,"[73, 26, 95, 64]"
20202,20202.png,502,"[5, 0, 2]",3,304,127,"[140, 43, 204, 96]"
20203,20203.png,10,"[1, 0]",2,116,54,"[40, 9, 75, 43]"
20204,20204.png,23,"[2, 3]",2,96,67,"[0, 3, 46, 60]"
20205,20205.png,247,"[2, 4, 7]",3,91,38,"[27, 5, 62, 33]"
20206,20206.png,45,"[4, 5]",2,102,55,"[39, 9, 62, 49]"
20207,20207.png,5,[5],1,54,30,"[24, 5, 34, 27]"
20208,20208.png,2,[2],1,105,62,"[43, 8, 58, 52]"
20209,20209.png,13,"[1, 3]",2,135,49,"[46, 9, 81, 45]"
20210,20210.png,76,"[7, 6]",2,111,47,"[32, 3, 82, 42]"
20211,20211.png,157,"[1, 5, 7]",3,64,21,"[18, 1, 48, 19]"
20212,20212.png,61,"[6, 1]",2,106,46,"[37, 1, 71, 42]"
20213,20213.png,120,"[1, 2, 0]",3,104,50,"[40, 12, 61, 40]"
20214,20214.png,299,"[2, 9, 9]",3,301,131,"[96, 13, 198, 70]"
20215,20215.png,33,"[3, 3]",2,118,54,"[48, 13, 77, 42]"
20216,20216.png,41,"[4, 1]",2,57,21,"[19, 1, 33, 17]"
20217,20217.png,16,"[1, 6]",2,86,41,"[31, 9, 50, 35]"
20218,20218.png,7,[7],1,128,66,"[49, 1, 81, 63]"
20219,20219.png,109,"[1, 0, 9]",3,274,154,"[112, 92, 165, 130]"
20220,20220.png,63,"[6, 3]",2,102,45,"[34, 6, 64, 34]"
20221,20221.png,19,"[1, 9]",2,221,101,"[72, 14, 150, 88]"
20222,20222.png,46,"[4, 6]",2,88,46,"[33, 5, 54, 37]"
20223,20223.png,21,"[2, 1]",2,67,34,"[26, 3, 43, 29]"
20224,20224.png,217,"[2, 1, 7]",3,82,32,"[23, 2, 58, 28]"
20225,20225.png,221,"[2, 2, 1]",3,381,124,"[214, 20, 280, 92]"
20226,20226.png,44,"[4, 4]",2,62,25,"[16, 1, 46, 25]"
20227,20227.png,37,"[3, 7]",2,67,27,"[23, 1, 47, 24]"
20228,20228.png,11,"[1, 1]",2,55,27,"[20, 2, 33, 23]"
20229,20229.png,471,"[4, 7, 1]",3,150,90,"[27, 19, 78, 74]"
20230,20230.png,156,"[1, 5, 6]",3,448,208,"[216, 123, 262, 165]"
20231,20231.png,58,"[5, 8]",2,364,146,"[93, 12, 270, 139]"
20232,20232.png,71,"[7, 1]",2,72,34,"[29, 3, 47, 29]"
20233,20233.png,16,"[1, 6]",2,44,17,"[15, 1, 29, 16]"
20234,20234.png,38,"[3, 8]",2,123,55,"[44, 4, 75, 43]"
20235,20235.png,9,[9],1,87,40,"[32, 4, 51, 35]"
20236,20236.png,4504,"[4, 5, 0, 4]",4,54,18,"[14, 1, 39, 15]"
20237,20237.png,450,"[4, 5, 0]",3,188,103,"[53, 17, 110, 89]"
20238,20238.png,39,"[3, 9]",2,79,32,"[27, 5, 52, 28]"
20239,20239.png,317,"[3, 1, 7]",3,216,82,"[59, 21, 155, 63]"
20240,20240.png,61,"[6, 1]",2,151,68,"[44, 11, 103, 61]"
20241,20241.png,65,"[6, 5]",2,137,66,"[49, 4, 92, 56]"
20242,20242.png,19,"[1, 9]",2,84,27,"[21, 1, 65, 26]"
20243,20243.png,76,"[7, 6]",2,184,56,"[44, 16, 77, 48]"
20244,20244.png,8,[8],1,105,55,"[42, 13, 56, 40]"
20245,20245.png,363,"[3, 6, 3]",3,353,154,"[203, 33, 242, 75]"
20246,20246.png,158,"[1, 5, 8]",3,114,49,"[44, 10, 70, 39]"
20247,20247.png,36,"[3, 6]",2,193,83,"[64, 12, 133, 68]"
20248,20248.png,59,"[5, 9]",2,163,68,"[50, 6, 113, 54]"
20249,20249.png,51,"[5, 1]",2,104,47,"[42, 5, 65, 38]"
20250,20250.png,68,"[6, 8]",2,72,33,"[25, 8, 47, 27]"
20251,20251.png,259,"[2, 5, 9]",3,408,133,"[165, 17, 293, 121]"
20252,20252.png,139,"[1, 3, 9]",3,115,45,"[31, 8, 83, 35]"
20253,20253.png,230,"[2, 3, 0]",3,54,20,"[16, 4, 36, 17]"
20254,20254.png,150,"[1, 5, 0]",3,91,46,"[37, 9, 58, 35]"
20255,20255.png,50,"[5, 0]",2,75,34,"[27, 4, 51, 33]"
20256,20256.png,7,[7],1,76,38,"[29, 5, 48, 32]"
20257,20257.png,312,"[3, 1, 2]",3,87,34,"[25, 1, 62, 31]"
20258,20258.png,25,"[2, 5]",2,43,18,"[15, 3, 27, 16]"
20259,20259.png,46,"[4, 6]",2,92,40,"[26, 4, 63, 31]"
20260,20260.png,750,"[7, 5, 0]",3,54,24,"[15, 3, 37, 22]"
20261,20261.png,15,"[1, 5]",2,221,98,"[81, 13, 144, 83]"
20262,20262.png,481,"[4, 8, 1]",3,57,21,"[16, 3, 42, 20]"
20263,20263.png,11,"[1, 1]",2,74,36,"[24, 7, 48, 35]"
20264,20264.png,24,"[2, 4]",2,119,54,"[36, 1, 81, 48]"
20265,20265.png,33,"[3, 3]",2,58,28,"[23, 3, 37, 26]"
20266,20266.png,17,"[1, 7]",2,41,20,"[14, 4, 25, 19]"
20267,20267.png,4,[4],1,73,35,"[29, 5, 39, 28]"
20268,20268.png,15,"[1, 5]",2,84,40,"[32, 2, 53, 35]"
20269,20269.png,20,"[2, 0]",2,166,63,"[60, 13, 103, 50]"
20270,20270.png,211,"[2, 1, 1]",3,123,52,"[35, 6, 86, 43]"
20271,20271.png,19,"[1, 9]",2,146,70,"[48, 5, 87, 61]"
20272,20272.png,120,"[1, 2, 0]",3,76,34,"[26, 5, 47, 27]"
20273,20273.png,11,"[1, 1]",2,59,28,"[20, 1, 38, 26]"
20274,20274.png,41,"[4, 1]",2,130,59,"[42, 4, 92, 52]"
20275,20275.png,9,[9],1,81,42,"[31, 8, 50, 34]"
20276,20276.png,65,"[6, 5]",2,136,67,"[49, 5, 87, 58]"
20277,20277.png,8,[8],1,113,64,"[48, 14, 65, 49]"
20278,20278.png,46,"[4, 6]",2,193,89,"[82, 26, 114, 66]"
20279,20279.png,308,"[3, 0, 8]",3,401,112,"[252, 40, 302, 99]"
20280,20280.png,151,"[1, 5, 1]",3,118,52,"[38, 5, 79, 44]"
20281,20281.png,9,[9],1,188,101,"[74, 13, 117, 84]"
20282,20282.png,67,"[6, 7]",2,86,39,"[31, 1, 61, 33]"
20283,20283.png,51,"[5, 1]",2,76,28,"[25, 2, 55, 25]"
20284,20284.png,8,[8],1,313,165,"[132, 43, 183, 131]"
20285,20285.png,49,"[4, 9]",2,231,104,"[85, 21, 147, 85]"
20286,20286.png,335,"[3, 3, 5]",3,254,106,"[89, 21, 167, 83]"
20287,20287.png,74,"[7, 4]",2,87,40,"[33, 5, 56, 38]"
20288,20288.png,20,"[2, 0]",2,69,31,"[27, 1, 45, 28]"
20289,20289.png,11,"[1, 1]",2,170,83,"[45, 6, 112, 83]"
20290,20290.png,6,[6],1,93,52,"[36, 5, 60, 44]"
20291,20291.png,564,"[5, 6, 4]",3,112,55,"[36, 15, 65, 40]"
20292,20292.png,27,"[2, 7]",2,251,127,"[137, 43, 163, 70]"
20293,20293.png,149,"[1, 4, 9]",3,259,118,"[109, 36, 148, 65]"
20294,20294.png,34,"[3, 4]",2,93,39,"[28, 2, 64, 35]"
20295,20295.png,73,"[7, 3]",2,142,56,"[55, 14, 86, 44]"
20296,20296.png,404,"[4, 0, 4]",3,70,26,"[21, 5, 51, 24]"
20297,20297.png,6,[6],1,41,19,"[17, 1, 26, 16]"
20298,20298.png,5,[5],1,92,46,"[38, 8, 50, 36]"
20299,20299.png,3,[3],1,173,90,"[64, 13, 105, 82]"
20300,20300.png,12,"[1, 2]",2,141,63,"[53, 13, 81, 54]"
20301,20301.png,80,"[8, 0]",2,200,89,"[67, 7, 150, 79]"
20302,20302.png,51,"[5, 1]",2,142,70,"[50, 8, 90, 63]"
20303,20303.png,2031,"[2, 0, 3, 1]",4,70,21,"[15, 1, 57, 20]"
20304,20304.png,85,"[8, 5]",2,83,42,"[33, 11, 52, 30]"
20305,20305.png,3207,"[3, 2, 0, 7]",4,78,25,"[19, 3, 59, 20]"
20306,20306.png,143,"[1, 4, 3]",3,192,73,"[52, 6, 141, 66]"
20307,20307.png,5,[5],1,168,92,"[81, 19, 110, 81]"
20308,20308.png,18,"[1, 8]",2,90,40,"[36, 11, 56, 31]"
20309,20309.png,71,"[7, 1]",2,149,62,"[44, 0, 117, 58]"
20310,20310.png,30,"[3, 0]",2,114,49,"[41, 7, 76, 44]"
20311,20311.png,82,"[8, 2]",2,253,104,"[84, 22, 145, 87]"
20312,20312.png,8,[8],1,81,42,"[29, 1, 50, 42]"
20313,20313.png,84,"[8, 4]",2,132,84,"[4, 4, 88, 81]"
20314,20314.png,5,[5],1,167,114,"[83, 26, 130, 97]"
20315,20315.png,59,"[5, 9]",2,33,12,"[10, 1, 21, 12]"
20316,20316.png,36,"[3, 6]",2,123,60,"[42, 9, 80, 48]"
20317,20317.png,9,[9],1,166,99,"[69, 11, 98, 82]"
20318,20318.png,14,"[1, 4]",2,96,45,"[36, 5, 57, 33]"
20319,20319.png,73,"[7, 3]",2,241,110,"[64, 6, 168, 100]"
20320,20320.png,960,"[9, 6, 0]",3,136,93,"[13, 21, 44, 44]"
20321,20321.png,47,"[4, 7]",2,74,32,"[27, 2, 45, 24]"
20322,20322.png,27,"[2, 7]",2,117,52,"[36, 3, 84, 50]"
20323,20323.png,5,[5],1,159,77,"[76, 19, 95, 64]"
20324,20324.png,20,"[2, 0]",2,142,68,"[47, 9, 91, 56]"
20325,20325.png,211,"[2, 1, 1]",3,71,31,"[27, 7, 46, 22]"
20326,20326.png,140,"[1, 4, 0]",3,71,33,"[20, 1, 48, 30]"
20327,20327.png,286,"[2, 8, 6]",3,78,35,"[31, 6, 50, 26]"
20328,20328.png,104,"[1, 0, 4]",3,94,38,"[24, 2, 66, 32]"
20329,20329.png,8759,"[8, 7, 5, 9]",4,279,96,"[77, 18, 202, 76]"
20330,20330.png,440,"[4, 4, 0]",3,310,161,"[113, 22, 198, 131]"
20331,20331.png,712,"[7, 1, 2]",3,175,64,"[56, 12, 118, 51]"
20332,20332.png,88,"[8, 8]",2,54,25,"[21, 2, 34, 20]"
20333,20333.png,173,"[1, 7, 3]",3,54,21,"[19, 2, 34, 17]"
20334,20334.png,13,"[1, 3]",2,190,84,"[64, 13, 125, 73]"
20335,20335.png,8,[8],1,85,45,"[32, 5, 52, 38]"
20336,20336.png,251,"[2, 5, 1]",3,159,75,"[54, 16, 107, 57]"
20337,20337.png,568,"[5, 6, 8]",3,74,27,"[22, 5, 51, 21]"
20338,20338.png,195,"[1, 9, 5]",3,115,47,"[30, 3, 75, 40]"
20339,20339.png,88,"[8, 8]",2,63,28,"[20, 1, 43, 24]"
20340,20340.png,5,[5],1,65,34,"[24, 1, 41, 31]"
20341,20341.png,160,"[1, 6, 0]",3,99,46,"[32, 2, 81, 39]"
20342,20342.png,50,"[5, 0]",2,48,19,"[15, 1, 32, 16]"
20343,20343.png,248,"[2, 4, 8]",3,48,19,"[13, 1, 35, 18]"
20344,20344.png,470,"[4, 7, 0]",3,114,49,"[35, 7, 76, 38]"
20345,20345.png,203,"[2, 0, 3]",3,232,82,"[87, 20, 151, 62]"
20346,20346.png,98,"[9, 8]",2,119,54,"[40, 9, 79, 45]"
20347,20347.png,158,"[1, 5, 8]",3,378,226,"[164, 86, 224, 130]"
20348,20348.png,2,[2],1,64,34,"[26, 2, 43, 30]"
20349,20349.png,3,[3],1,122,62,"[53, 13, 67, 49]"
20350,20350.png,429,"[4, 2, 9]",3,127,47,"[41, 6, 89, 37]"
20351,20351.png,4,[4],1,83,40,"[34, 3, 47, 34]"
20352,20352.png,139,"[1, 3, 9]",3,92,36,"[32, 6, 59, 31]"
20353,20353.png,110,"[1, 1, 0]",3,135,58,"[45, 10, 87, 46]"
20354,20354.png,348,"[3, 4, 8]",3,129,37,"[41, 3, 88, 34]"
20355,20355.png,2,[2],1,103,40,"[21, 5, 38, 30]"
20356,20356.png,60,"[6, 0]",2,91,45,"[31, 5, 58, 34]"
20357,20357.png,120,"[1, 2, 0]",3,279,126,"[90, 21, 187, 107]"
20358,20358.png,150,"[1, 5, 0]",3,164,70,"[55, 11, 109, 59]"
20359,20359.png,2598,"[2, 5, 9, 8]",4,65,26,"[18, 4, 48, 23]"
20360,20360.png,25,"[2, 5]",2,408,155,"[174, 35, 233, 110]"
20361,20361.png,6,[6],1,208,79,"[106, 16, 140, 66]"
20362,20362.png,75,"[7, 5]",2,99,46,"[32, 5, 62, 39]"
20363,20363.png,30,"[3, 0]",2,64,24,"[16, 1, 44, 21]"
20364,20364.png,46,"[4, 6]",2,165,69,"[65, 14, 101, 56]"
20365,20365.png,115,"[1, 1, 5]",3,74,34,"[27, 2, 49, 30]"
20366,20366.png,174,"[1, 7, 4]",3,150,61,"[40, 4, 108, 57]"
20367,20367.png,74,"[7, 4]",2,91,40,"[33, 7, 58, 30]"
20368,20368.png,7,[7],1,78,32,"[41, 4, 52, 27]"
20369,20369.png,42,"[4, 2]",2,180,70,"[78, 12, 125, 57]"
20370,20370.png,28,"[2, 8]",2,211,91,"[68, 15, 146, 74]"
20371,20371.png,35,"[3, 5]",2,47,20,"[14, 1, 32, 18]"
20372,20372.png,120,"[1, 2, 0]",3,94,40,"[30, 12, 60, 31]"
20373,20373.png,35,"[3, 5]",2,88,47,"[32, 7, 55, 42]"
20374,20374.png,98,"[9, 8]",2,62,27,"[16, 2, 45, 26]"
20375,20375.png,97,"[9, 7]",2,69,28,"[26, 4, 44, 24]"
20376,20376.png,109,"[1, 0, 9]",3,70,31,"[21, 2, 49, 26]"
20377,20377.png,8,[8],1,101,52,"[39, 4, 62, 45]"
20378,20378.png,61,"[6, 1]",2,162,64,"[60, 12, 112, 54]"
20379,20379.png,76,"[7, 6]",2,171,77,"[54, 8, 116, 69]"
20380,20380.png,122,"[1, 2, 2]",3,175,75,"[53, 16, 110, 59]"
20381,20381.png,81,"[8, 1]",2,58,28,"[22, 3, 36, 25]"
20382,20382.png,70,"[7, 0]",2,203,84,"[72, 12, 132, 73]"
20383,20383.png,1318,"[1, 3, 1, 8]",4,117,49,"[43, 8, 85, 39]"
20384,20384.png,43,"[4, 3]",2,50,21,"[18, 1, 30, 16]"
20385,20385.png,4,[4],1,31,13,"[11, 1, 20, 12]"
20386,20386.png,1,[1],1,71,38,"[31, 4, 40, 29]"
20387,20387.png,11,"[1, 1]",2,126,54,"[51, 17, 72, 38]"
20388,20388.png,62,"[6, 2]",2,126,54,"[42, 10, 77, 45]"
20389,20389.png,31,"[3, 1]",2,48,26,"[19, 5, 29, 20]"
20390,20390.png,124,"[1, 2, 4]",3,209,109,"[81, 29, 133, 79]"
20391,20391.png,9,[9],1,69,35,"[29, 6, 41, 28]"
20392,20392.png,160,"[1, 6, 0]",3,232,107,"[81, 11, 166, 85]"
20393,20393.png,21,"[2, 1]",2,150,67,"[49, 8, 100, 58]"
20394,20394.png,134,"[1, 3, 4]",3,115,52,"[39, 7, 74, 42]"
20395,20395.png,37,"[3, 7]",2,59,26,"[19, 1, 41, 24]"
20396,20396.png,2708,"[2, 7, 0, 8]",4,128,40,"[35, 7, 94, 31]"
20397,20397.png,252,"[2, 5, 2]",3,112,48,"[46, 12, 69, 34]"
20398,20398.png,9,[9],1,64,33,"[23, 1, 43, 26]"
20399,20399.png,146,"[1, 4, 6]",3,124,53,"[36, 6, 84, 45]"
20400,20400.png,1415,"[1, 4, 1, 5]",4,110,40,"[33, 6, 81, 33]"
20401,20401.png,33,"[3, 3]",2,212,103,"[71, 12, 136, 91]"
20402,20402.png,148,"[1, 4, 8]",3,123,53,"[42, 8, 82, 43]"
20403,20403.png,28,"[2, 8]",2,143,60,"[52, 10, 93, 50]"
20404,20404.png,1,[1],1,71,35,"[29, 5, 37, 28]"
20405,20405.png,88,"[8, 8]",2,53,18,"[16, 1, 34, 19]"
20406,20406.png,9,[9],1,88,41,"[39, 4, 50, 33]"
20407,20407.png,142,"[1, 4, 2]",3,107,55,"[39, 12, 67, 45]"
20408,20408.png,33,"[3, 3]",2,53,22,"[19, 5, 35, 18]"
20409,20409.png,125,"[1, 2, 5]",3,366,166,"[127, 17, 247, 139]"
20410,20410.png,22,"[2, 2]",2,176,77,"[59, 14, 113, 65]"
20411,20411.png,417,"[4, 1, 7]",3,131,48,"[50, 15, 82, 35]"
20412,20412.png,3,[3],1,142,74,"[55, 10, 76, 58]"
20413,20413.png,30,"[3, 0]",2,48,23,"[15, 2, 30, 21]"
20414,20414.png,47,"[4, 7]",2,101,48,"[35, 9, 65, 38]"
20415,20415.png,26,"[2, 6]",2,68,31,"[25, 6, 43, 24]"
20416,20416.png,9,[9],1,95,47,"[33, 6, 59, 42]"
20417,20417.png,47,"[4, 7]",2,51,18,"[17, 2, 33, 17]"
20418,20418.png,195,"[1, 9, 5]",3,92,40,"[31, 8, 55, 31]"
20419,20419.png,26,"[2, 6]",2,104,52,"[29, 1, 65, 46]"
20420,20420.png,85,"[8, 5]",2,171,64,"[66, 18, 92, 42]"
20421,20421.png,160,"[1, 6, 0]",3,340,118,"[108, 21, 237, 88]"
20422,20422.png,84,"[8, 4]",2,71,36,"[26, 7, 46, 31]"
20423,20423.png,148,"[1, 4, 8]",3,72,30,"[22, 5, 49, 24]"
20424,20424.png,51,"[5, 1]",2,79,35,"[20, 1, 56, 36]"
20425,20425.png,5,[5],1,326,159,"[152, 20, 220, 131]"
20426,20426.png,30,"[3, 0]",2,90,41,"[31, 6, 60, 35]"
20427,20427.png,17,"[1, 7]",2,84,33,"[26, 2, 60, 29]"
20428,20428.png,20,"[2, 0]",2,79,42,"[33, 8, 49, 33]"
20429,20429.png,18,"[1, 8]",2,81,41,"[32, 4, 47, 37]"
20430,20430.png,3,[3],1,76,43,"[32, 5, 47, 38]"
20431,20431.png,13,"[1, 3]",2,85,40,"[28, 6, 55, 35]"
20432,20432.png,478,"[4, 7, 8]",3,95,40,"[30, 8, 61, 35]"
20433,20433.png,82,"[8, 2]",2,100,49,"[35, 9, 62, 39]"
20434,20434.png,1969,"[1, 9, 6, 9]",4,134,52,"[35, 2, 93, 51]"
20435,20435.png,37,"[3, 7]",2,62,27,"[22, 5, 39, 24]"
20436,20436.png,65,"[6, 5]",2,45,20,"[16, 1, 31, 19]"
20437,20437.png,182,"[1, 8, 2]",3,45,21,"[14, 2, 31, 18]"
20438,20438.png,89,"[8, 9]",2,323,180,"[148, 75, 180, 115]"
20439,20439.png,49,"[4, 9]",2,119,53,"[41, 6, 83, 46]"
20440,20440.png,363,"[3, 6, 3]",3,208,70,"[60, 8, 98, 54]"
20441,20441.png,2,[2],1,127,62,"[53, 12, 78, 57]"
20442,20442.png,17,"[1, 7]",2,58,28,"[19, 4, 39, 25]"
20443,20443.png,5,[5],1,66,34,"[28, 6, 41, 28]"
20444,20444.png,18,"[1, 8]",2,49,20,"[18, 3, 32, 16]"
20445,20445.png,547,"[5, 4, 7]",3,50,22,"[14, 0, 35, 20]"
20446,20446.png,36,"[3, 6]",2,94,41,"[33, 6, 62, 35]"
20447,20447.png,7,[7],1,149,121,"[17, 22, 55, 92]"
20448,20448.png,50,"[5, 0]",2,137,59,"[45, 8, 93, 51]"
20449,20449.png,27,"[2, 7]",2,63,27,"[22, 1, 40, 23]"
20450,20450.png,10,"[1, 0]",2,47,21,"[14, 1, 31, 21]"
20451,20451.png,7,[7],1,86,40,"[35, 6, 50, 31]"
20452,20452.png,33,"[3, 3]",2,207,99,"[75, 22, 130, 80]"
20453,20453.png,6,[6],1,72,40,"[30, 7, 42, 34]"
20454,20454.png,2,[2],1,68,39,"[27, 8, 40, 29]"
20455,20455.png,91,"[9, 1]",2,95,47,"[34, 6, 62, 39]"
20456,20456.png,283,"[2, 8, 3]",3,91,35,"[27, 2, 58, 33]"
20457,20457.png,51,"[5, 1]",2,184,89,"[65, 10, 118, 77]"
20458,20458.png,9,[9],1,80,41,"[29, 7, 50, 33]"
20459,20459.png,122,"[1, 2, 2]",3,129,56,"[46, 6, 84, 47]"
20460,20460.png,191,"[1, 9, 1]",3,189,96,"[55, 15, 126, 78]"
20461,20461.png,22,"[2, 2]",2,204,104,"[69, 20, 131, 95]"
20462,20462.png,66,"[6, 6]",2,123,56,"[49, 10, 75, 46]"
20463,20463.png,70,"[7, 0]",2,128,56,"[39, 1, 86, 50]"
20464,20464.png,21,"[2, 1]",2,146,69,"[54, 8, 90, 56]"
20465,20465.png,55,"[5, 5]",2,268,117,"[94, 19, 173, 96]"
20466,20466.png,3133,"[3, 1, 3, 3]",4,60,18,"[13, 1, 46, 15]"
20467,20467.png,13,"[1, 3]",2,54,27,"[20, 1, 33, 27]"
20468,20468.png,11,"[1, 1]",2,95,49,"[35, 5, 61, 41]"
20469,20469.png,6,[6],1,61,27,"[22, 3, 31, 20]"
20470,20470.png,5111,"[5, 1, 1, 1]",4,121,48,"[39, 8, 80, 41]"
20471,20471.png,74,"[7, 4]",2,77,33,"[24, 5, 54, 30]"
20472,20472.png,166,"[1, 6, 6]",3,94,33,"[29, 1, 57, 30]"
20473,20473.png,72,"[7, 2]",2,102,48,"[32, 7, 65, 37]"
20474,20474.png,135,"[1, 3, 5]",3,72,34,"[26, 3, 45, 28]"
20475,20475.png,142,"[1, 4, 2]",3,87,31,"[25, 2, 63, 28]"
20476,20476.png,215,"[2, 1, 5]",3,357,173,"[173, 27, 226, 116]"
20477,20477.png,298,"[2, 9, 8]",3,86,54,"[9, 13, 39, 35]"
20478,20478.png,57,"[5, 7]",2,192,97,"[82, 26, 107, 66]"
20479,20479.png,2,[2],1,213,110,"[78, 11, 132, 88]"
20480,20480.png,25,"[2, 5]",2,142,60,"[44, 8, 100, 54]"
20481,20481.png,39,"[3, 9]",2,166,76,"[54, 5, 112, 71]"
20482,20482.png,32,"[3, 2]",2,89,48,"[38, 14, 56, 40]"
20483,20483.png,36,"[3, 6]",2,59,26,"[20, 2, 39, 22]"
20484,20484.png,33,"[3, 3]",2,130,59,"[42, 6, 87, 51]"
20485,20485.png,1,[1],1,35,14,"[13, 1, 18, 13]"
20486,20486.png,14,"[1, 4]",2,58,25,"[21, 1, 38, 23]"
20487,20487.png,17,"[1, 7]",2,73,33,"[26, 3, 48, 28]"
20488,20488.png,32,"[3, 2]",2,99,47,"[40, 5, 66, 40]"
20489,20489.png,30,"[3, 0]",2,90,35,"[31, 4, 60, 28]"
20490,20490.png,65,"[6, 5]",2,413,209,"[154, 50, 265, 168]"
20491,20491.png,183,"[1, 8, 3]",3,68,27,"[22, 3, 47, 24]"
20492,20492.png,0,[0],1,95,42,"[46, 12, 61, 35]"
20493,20493.png,5,[5],1,54,29,"[23, 7, 30, 23]"
20494,20494.png,217,"[2, 1, 7]",3,219,118,"[91, 1, 152, 101]"
20495,20495.png,31,"[3, 1]",2,76,35,"[30, 3, 45, 30]"
20496,20496.png,1,[1],1,74,42,"[28, 0, 46, 34]"
20497,20497.png,203,"[2, 0, 3]",3,112,53,"[40, 14, 71, 33]"
20498,20498.png,22,"[2, 2]",2,56,26,"[19, 1, 37, 23]"
20499,20499.png,31,"[3, 1]",2,62,30,"[21, 6, 38, 24]"
20500,20500.png,79,"[7, 9]",2,69,31,"[26, 6, 43, 24]"
20501,20501.png,47,"[4, 7]",2,129,58,"[45, 13, 79, 39]"
